Emp ID,First Name,Middle Initial,Last Name,Gender,EMail,Date of Birth,Age,Weight,Date of Joining,Quarter of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,Age in Company,Salary,Last % Hike,SSN,Phone Num,Place Name,County,City,State,Zip
816271,Gay,V,Keim,F,gay.keim@aol.com,5/4/1981,36.26,43,2/12/2013,Q1,2013,2,February,Feb,12,4.46,187889,3%,032-92-7624,314-303-4693,Kansas City,Jackson,Kansas City,MO,64120
123867,Hilma,N,Collett,F,hilma.collett@gmail.com,7/20/1985,32.04,48,2/16/2017,Q1,2017,2,February,Feb,16,0.44,41917,27%,626-85-9343,308-290-9582,Leigh,Colfax,Leigh,NE,68643
970339,Violeta,Q,Shaffer,F,violeta.shaffer@gmail.com,1/31/1991,26.51,51,5/21/2017,Q2,2017,5,May,May,21,0.19,168297,20%,197-84-0806,215-485-4829,Mc Connellstown,Huntingdon,Mc Connellstown,PA,16660
512033,Maile,S,Vanbuskirk,F,maile.vanbuskirk@charter.net,3/4/1964,53.44,50,11/28/1990,Q4,1990,11,November,Nov,28,26.68,113760,9%,653-60-2864,405-253-0957,Bartlesville,Washington,Bartlesville,OK,74005
476957,Sima,Q,Clower,F,sima.clower@hotmail.com,5/14/1986,31.23,60,5/20/2017,Q2,2017,5,May,May,20,0.19,173570,30%,590-99-6472,236-346-3033,Ruby,Stafford,Ruby,VA,22545
978834,Elba,D,Christmas,F,elba.christmas@gmail.com,9/24/1973,43.87,59,5/6/2013,Q2,2013,5,May,May,6,4.23,95538,25%,243-99-9767,210-291-3946,Hemphill,Sabine,Hemphill,TX,75948
894372,Stewart,W,Gerry,M,stewart.gerry@gmail.com,11/5/1994,22.74,70,2/28/2016,Q1,2016,2,February,Feb,28,1.41,175443,17%,218-89-1737,270-702-0189,Crofton,Christian,Crofton,KY,42217
606469,Hilary,J,Pape,F,hilary.pape@yahoo.com,9/3/1975,41.93,56,7/13/2015,Q3,2015,7,July,Jul,13,2.04,108298,24%,212-91-5317,339-818-0138,Franklin,Norfolk,Franklin,MA,2038
816261,Parker,G,Rice,M,parker.rice@hotmail.com,9/18/1966,50.89,75,1/24/2017,Q1,2017,1,January,Jan,24,0.51,182028,7%,149-23-5206,210-372-4836,Roby,Fisher,Roby,TX,79543
981969,Reyes,Y,Fillmore,M,reyes.fillmore@gmail.com,11/12/1974,42.74,80,8/9/1998,Q3,1998,8,August,Aug,9,18.98,133954,5%,091-02-8222,423-976-1274,Mount Vernon,Mount Vernon,Mount Vernon,TN,37358
710702,Stanford,S,Perrine,M,stanford.perrine@gmail.com,3/15/1970,47.4,89,1/5/2009,Q1,2009,1,January,Jan,5,8.56,68827,15%,528-99-6511,423-437-8171,Lake City,Anderson,Lake City,TN,37769
124710,Rheba,F,Council,F,rheba.council@aol.com,2/13/1986,31.47,58,5/29/2011,Q2,2011,5,May,May,29,6.17,122245,12%,284-15-6419,207-594-4255,Gouldsboro,Hancock,Gouldsboro,ME,4607
248736,Joi,N,Hambrick,F,joi.hambrick@btinternet.com,1/27/1968,49.53,53,11/19/2008,Q4,2008,11,November,Nov,19,8.69,137881,13%,297-15-8341,319-484-9046,Jolley,Calhoun,Jolley,IA,50551
945178,Tanja,A,Ralph,F,tanja.ralph@hotmail.com,6/16/1971,46.15,60,1/26/2011,Q1,2011,1,January,Jan,26,6.51,153309,25%,063-02-5357,210-530-6137,Lockhart,Caldwell,Lockhart,TX,78644
928064,Horacio,F,Vanhorn,M,horacio.vanhorn@aol.com,8/11/1993,23.98,78,9/21/2014,Q3,2014,9,September,Sep,21,2.85,70023,1%,254-99-0973,217-557-8971,Minier,Tazewell,Minier,IL,61759
262772,Estefana,N,Dorr,F,estefana.dorr@ibm.com,12/27/1981,35.61,41,7/21/2006,Q3,2006,7,July,Jul,21,11.03,140886,15%,472-57-8773,210-428-9130,Dallas,Dallas,Dallas,TX,75285
352995,Foster,N,Reddy,M,foster.reddy@yahoo.co.in,8/4/1985,32,83,6/26/2017,Q2,2017,6,June,Jun,26,0.09,55279,7%,511-33-9301,262-709-7110,Downing,Dunn,Downing,WI,54734
188175,Yajaira,M,Menchaca,F,yajaira.menchaca@gmail.com,10/21/1958,58.81,40,6/11/1999,Q2,1999,6,June,Jun,11,18.14,41149,10%,042-15-1979,314-362-5605,Bellflower,Montgomery,Bellflower,MO,63333
309532,Christeen,Q,Patten,F,christeen.patten@comcast.net,10/13/1983,33.81,53,5/8/2005,Q2,2005,5,May,May,8,12.23,86382,26%,554-99-2374,212-352-5285,Bronx,Bronx,Bronx,NY,10464
342543,Josh,K,Shook,M,josh.shook@yahoo.com,4/12/1972,45.32,87,5/29/1998,Q2,1998,5,May,May,29,19.18,132158,5%,753-07-7637,270-792-3084,Kite,Knott,Kite,KY,41828
330046,Kiesha,R,Tetreault,F,kiesha.tetreault@gmail.com,5/12/1983,34.24,46,2/25/2006,Q1,2006,2,February,Feb,25,11.43,160407,7%,443-27-5416,216-903-2973,Reynoldsburg,Franklin,Reynoldsburg,OH,43068
719045,Annalee,U,Spalding,F,annalee.spalding@hotmail.com,6/27/1964,53.12,52,6/19/2012,Q2,2012,6,June,Jun,19,5.11,168933,19%,641-29-4049,225-507-9248,Port Allen,West Baton Rouge,Port Allen,LA,70767
219745,Tuan,N,Mcquade,M,tuan.mcquade@gmail.com,1/9/1994,23.56,50,3/21/2015,Q1,2015,3,March,Mar,21,2.36,173541,17%,132-98-4370,210-538-2308,Lubbock,Lubbock,Lubbock,TX,79407
770109,Latoria,I,Capel,F,latoria.capel@apple.com,1/15/1969,48.56,42,5/12/2014,Q2,2014,5,May,May,12,3.21,99159,16%,641-29-5927,270-583-6935,Cromona,Letcher,Cromona,KY,41810
572739,Johnny,L,Dowell,M,johnny.dowell@apple.com,11/6/1991,25.74,67,3/8/2014,Q1,2014,3,March,Mar,8,3.39,93974,25%,660-24-2920,209-643-3079,Hawthorne,Los Angeles,Hawthorne,CA,90250
970350,Shad,E,Bartz,M,shad.bartz@hotmail.com,11/24/1989,27.69,69,7/13/2011,Q3,2011,7,July,Jul,13,6.05,104519,26%,174-86-7684,212-325-9137,New Hyde Park,Nassau,New Hyde Park,NY,11040
305457,Cole,U,Sperling,M,cole.sperling@yahoo.com,11/21/1958,58.72,60,11/7/2005,Q4,2005,11,November,Nov,7,11.73,77914,29%,478-43-2026,252-957-7734,Wilsons Mills,Johnston,Wilsons Mills,NC,27593
882981,Dana,P,Vela,M,dana.vela@hotmail.com,11/16/1967,49.73,80,9/10/1991,Q3,1991,9,September,Sep,10,25.9,172641,10%,103-02-9212,216-424-4004,Convoy,Van Wert,Convoy,OH,45832
235208,Kenton,R,Lansing,M,kenton.lansing@gmail.com,6/27/1971,46.12,80,2/9/2017,Q1,2017,2,February,Feb,9,0.46,73726,21%,388-33-1955,808-832-6374,Honolulu,Honolulu,Honolulu,HI,96823
424132,Catherine,M,Fogel,F,catherine.fogel@gmail.com,9/29/1990,26.85,58,11/15/2012,Q4,2012,11,November,Nov,15,4.7,84676,21%,718-18-4161,802-601-9842,Fair Haven,Rutland,Fair Haven,VT,5743
620543,Weldon,C,Aldana,M,weldon.aldana@aol.com,6/30/1986,31.1,53,12/8/2007,Q4,2007,12,December,Dec,8,9.64,99200,10%,622-85-6810,339-875-1760,South Wellfleet,Barnstable,South Wellfleet,MA,2663
575093,Lowell,G,Rothstein,M,lowell.rothstein@gmail.com,6/6/1967,50.18,52,11/15/2001,Q4,2001,11,November,Nov,15,15.71,103509,22%,135-25-0723,219-562-0113,Linden,Montgomery,Linden,IN,47955
357872,Tyson,F,Lai,M,tyson.lai@gmail.com,1/24/1988,29.53,53,9/13/2014,Q3,2014,9,September,Sep,13,2.87,176939,4%,523-99-1568,480-900-4304,Lake Havasu City,Mohave,Lake Havasu City,AZ,86406
903580,Daniella,T,Cowart,F,daniella.cowart@gmail.com,7/5/1974,43.09,44,11/21/1996,Q4,1996,11,November,Nov,21,20.7,127579,24%,549-99-4909,215-644-8433,Reading,Berks,Reading,PA,19607
417660,Darrel,P,Warren,M,darrel.warren@gmail.com,3/31/1988,29.35,69,2/23/2013,Q1,2013,2,February,Feb,23,4.43,72876,5%,133-98-1600,503-482-7079,Hillsboro,Washington,Hillsboro,OR,97124
366249,Mora,Y,Peak,F,mora.peak@yahoo.com,11/19/1988,28.71,51,5/9/2016,Q2,2016,5,May,May,9,1.22,75331,12%,609-87-6340,316-669-3580,Auburn,Shawnee,Auburn,KS,66402
992434,Diana,Q,Sublett,F,diana.sublett@outlook.com,5/24/1959,58.22,51,2/28/1986,Q1,1986,2,February,Feb,28,31.43,142918,29%,620-85-4714,215-300-0814,Shawville,Clearfield,Shawville,PA,16873
975804,Kip,Z,Labonte,M,kip.labonte@gmail.com,12/12/1980,36.65,52,2/6/2004,Q1,2004,2,February,Feb,6,13.48,145306,10%,177-86-6516,229-990-4482,Sargent,Coweta,Sargent,GA,30275
717698,Marcel,R,Galbreath,M,marcel.galbreath@bellsouth.net,3/5/1971,46.43,74,7/24/2015,Q3,2015,7,July,Jul,24,2.01,152704,29%,620-85-5677,304-494-8889,Whitman,Logan,Whitman,WV,25652
804896,Vance,Q,Pickle,M,vance.pickle@apple.com,7/10/1978,39.08,50,4/21/2015,Q2,2015,4,April,Apr,21,2.27,116827,26%,235-57-9605,231-243-5226,Gilford,Tuscola,Gilford,MI,48736
326883,Abe,E,Nielson,M,abe.nielson@ibm.com,7/31/1986,31.01,67,5/1/2009,Q2,2009,5,May,May,1,8.25,175502,9%,400-73-3253,319-510-2348,Sioux Rapids,Buena Vista,Sioux Rapids,IA,50585
354618,Felicitas,A,Amaral,F,felicitas.amaral@btinternet.com,8/26/1984,32.94,47,2/9/2016,Q1,2016,2,February,Feb,9,1.47,96343,8%,098-02-5724,219-697-0057,Galveston,Cass,Galveston,IN,46932
879215,Lou,E,Elbert,M,lou.elbert@shaw.ca,6/11/1979,38.16,87,12/29/2008,Q4,2008,12,December,Dec,29,8.58,193223,12%,474-55-9729,236-452-4885,Roanoke,Botetourt,Roanoke,VA,24019
315351,Aaron,U,Leith,F,aaron.leith@hotmail.com,2/4/1983,34.5,49,4/17/2010,Q2,2010,4,April,Apr,17,7.28,194374,2%,339-11-6715,217-905-8372,Dekalb,DeKalb,Dekalb,IL,60115
254936,Ellis,A,Coulter,F,ellis.coulter@gmail.com,10/10/1983,33.82,47,6/14/2015,Q2,2015,6,June,Jun,14,2.12,185559,6%,502-37-2952,339-634-7852,Attleboro Falls,Bristol,Attleboro Falls,MA,2763
969981,Edie,R,Tullis,F,edie.tullis@sbcglobal.net,6/30/1992,25.09,45,7/4/2014,Q3,2014,7,July,Jul,4,3.07,178086,6%,023-92-4433,603-452-9729,Silver Lake,Carroll,Silver Lake,NH,3875
723449,Zenobia,T,Roper,F,zenobia.roper@yahoo.com,12/16/1957,59.65,43,7/8/2015,Q3,2015,7,July,Jul,8,2.06,132255,25%,132-98-0853,319-824-5260,Rowley,Buchanan,Rowley,IA,52329
378354,Trista,M,Reynoso,F,trista.reynoso@gmail.com,6/17/1974,43.14,42,5/2/2001,Q2,2001,5,May,May,2,16.25,184503,7%,348-08-1522,206-404-8838,Elk,Spokane,Elk,WA,99009
612152,Tamala,X,Boardman,F,tamala.boardman@yahoo.co.in,6/27/1970,47.12,43,10/15/1994,Q4,1994,10,October,Oct,15,22.8,193491,26%,215-91-8484,480-200-8773,Green Valley,Pima,Green Valley,AZ,85614
259663,Tana,K,Priest,F,tana.priest@msn.com,2/28/1985,32.43,43,12/13/2008,Q4,2008,12,December,Dec,13,8.63,99330,4%,396-33-4698,231-662-0570,Old Mission,Grand Traverse,Old Mission,MI,49673
214862,Tanner,P,Roark,M,tanner.roark@gmail.com,9/23/1966,50.88,61,12/29/1991,Q4,1991,12,December,Dec,29,25.6,93404,21%,582-99-7547,201-898-2712,Atco,Camden,Atco,NJ,8004
267180,Leonore,H,Witcher,F,leonore.witcher@gmail.com,12/22/1985,31.62,52,5/3/2009,Q2,2009,5,May,May,3,8.24,46405,27%,022-92-0533,210-849-6022,Houston,Harris,Houston,TX,77274
745371,Kacey,W,Cobos,F,kacey.cobos@aol.com,2/21/1974,43.46,58,2/3/2005,Q1,2005,2,February,Feb,3,12.49,131728,13%,513-31-8427,240-790-7534,Suitland,Prince George's,Suitland,MD,20746
683138,Francesco,T,Borst,M,francesco.borst@gmail.com,8/10/1975,41.99,76,3/25/2004,Q1,2004,3,March,Mar,25,13.35,152782,29%,126-98-3732,303-721-9323,Golden,Jefferson,Golden,CO,80401
252814,Charles,E,Toliver,F,charles.toliver@gmail.com,6/28/1966,51.12,49,11/16/2005,Q4,2005,11,November,Nov,16,11.7,48555,19%,316-35-4721,236-924-4880,Elk Creek,Grayson,Elk Creek,VA,24326
894859,Rena,T,Herbst,F,rena.herbst@btinternet.com,2/5/1976,41.5,53,9/23/1997,Q3,1997,9,September,Sep,23,19.86,194427,5%,254-99-7915,505-375-9542,San Acacia,Socorro,San Acacia,NM,87831
415500,Cletus,C,Schnell,M,cletus.schnell@rediffmail.com,8/13/1971,45.99,87,3/21/1994,Q1,1994,3,March,Mar,21,23.37,167234,8%,265-99-0269,405-951-8149,Saint Louis,Pottawatomie,Saint Louis,OK,74866
791024,Jonnie,N,Campion,F,jonnie.campion@verizon.net,7/31/1989,28.01,54,6/10/2011,Q2,2011,6,June,Jun,10,6.14,87553,13%,377-37-8902,206-365-5198,Bridgeport,Douglas,Bridgeport,WA,98813
129894,Yvone,O,Evans,F,yvone.evans@yahoo.com,2/8/1994,23.48,44,2/15/2015,Q1,2015,2,February,Feb,15,2.45,160376,16%,660-24-8686,405-521-7502,Lone Grove,Carter,Lone Grove,OK,73443
883627,Jacque,V,Redden,F,jacque.redden@bellsouth.net,10/16/1964,52.82,44,7/9/2006,Q3,2006,7,July,Jul,9,11.06,150569,18%,005-13-0490,605-798-9344,Lake Preston,Kingsbury,Lake Preston,SD,57249
922506,Felix,M,Ball,M,felix.ball@earthlink.net,9/3/1986,30.92,82,3/15/2014,Q1,2014,3,March,Mar,15,3.37,104003,26%,019-94-5398,210-359-0134,Dallas,Dallas,Dallas,TX,75261
738973,Cassaundra,V,Radcliff,F,cassaundra.radcliff@gmail.com,3/9/1968,49.42,47,2/10/2005,Q1,2005,2,February,Feb,10,12.47,101660,16%,771-02-2734,802-282-4563,Saint Albans,Franklin,Saint Albans,VT,5479
545810,Alden,Q,Vetter,M,alden.vetter@shaw.ca,3/5/1987,30.42,56,4/23/2014,Q2,2014,4,April,Apr,23,3.27,44810,29%,432-99-2164,262-419-5265,Rewey,Iowa,Rewey,WI,53580
856582,Clarissa,V,Grimaldi,F,clarissa.grimaldi@aol.com,1/24/1975,42.54,53,8/6/2013,Q3,2013,8,August,Aug,6,3.98,116990,17%,118-98-2733,201-878-7967,Kingston,Somerset,Kingston,NJ,8528
230418,Marco,V,Brandt,M,marco.brandt@charter.net,7/17/1992,25.05,63,9/22/2016,Q3,2016,9,September,Sep,22,0.85,105560,17%,477-55-4114,216-430-9151,Cleveland,Cuyahoga,Cleveland,OH,44126
912676,Johanne,Q,Self,F,johanne.self@yahoo.com,3/27/1982,35.36,42,8/4/2013,Q3,2013,8,August,Aug,4,3.98,114528,22%,103-02-7906,229-545-6205,Barnesville,Lamar,Barnesville,GA,30204
621275,Johnny,W,Macedo,M,johnny.macedo@bellsouth.net,6/1/1959,58.2,63,8/7/2016,Q3,2016,8,August,Aug,7,0.97,153590,20%,535-71-9279,503-446-0081,Elmira,Lane,Elmira,OR,97437
840474,Chung,N,Houghton,M,chung.houghton@aol.com,7/5/1974,43.09,65,11/10/2006,Q4,2006,11,November,Nov,10,10.72,188505,23%,265-99-1780,479-596-0452,Burdette,Mississippi,Burdette,AR,72321
758997,Aaron,W,Towery,M,aaron.towery@yahoo.ca,5/13/1970,47.24,77,1/23/2002,Q1,2002,1,January,Jan,23,15.52,177462,9%,257-99-0621,252-301-3369,Gibson,Scotland,Gibson,NC,28343
775074,Janel,K,Goodnight,F,janel.goodnight@gmail.com,11/30/1978,38.68,52,12/22/2002,Q4,2002,12,December,Dec,22,14.61,199487,25%,259-99-2259,229-647-1416,Lincolnton,Lincoln,Lincolnton,GA,30817
467455,Katherin,D,Holley,F,katherin.holley@hotmail.com,3/9/1981,36.41,59,2/5/2003,Q1,2003,2,February,Feb,5,14.48,156723,20%,125-98-0565,217-654-6365,New Windsor,Mercer,New Windsor,IL,61465
557360,Luetta,I,Holmquist,F,luetta.holmquist@gmail.com,9/24/1972,44.87,45,12/1/2005,Q4,2005,12,December,Dec,1,11.66,85083,7%,472-57-2419,803-562-4335,Green Sea,Horry,Green Sea,SC,29545
508729,Jacquie,D,Wheat,F,jacquie.wheat@hotmail.com,8/29/1967,49.95,42,12/7/1998,Q4,1998,12,December,Dec,7,18.65,169797,19%,396-33-8028,206-439-3448,Harrington,Lincoln,Harrington,WA,99134
602483,Tony,C,Bullins,M,tony.bullins@gmail.com,2/27/1996,21.43,76,5/10/2017,Q2,2017,5,May,May,10,0.22,96272,24%,015-94-3782,480-210-3982,Hayden,Gila,Hayden,AZ,85235
422077,Peter,W,Perron,M,peter.perron@hotmail.com,2/13/1965,52.49,64,6/3/1990,Q2,1990,6,June,Jun,3,27.17,85000,8%,419-67-7958,229-719-1031,Whigham,Whigham,Whigham,GA,39897
827390,Hannelore,X,Easley,F,hannelore.easley@hotmail.com,11/26/1962,54.71,46,11/17/2011,Q4,2011,11,November,Nov,17,5.7,44352,5%,379-37-2098,217-309-9657,Rockton,Winnebago,Rockton,IL,61072
408055,Kenia,G,Cousin,F,kenia.cousin@hotmail.com,11/28/1961,55.7,44,11/22/2012,Q4,2012,11,November,Nov,22,4.68,139683,27%,590-99-3354,605-932-2554,Tabor,Bon Homme,Tabor,SD,57063
776250,Dick,J,Marciano,M,dick.marciano@rediffmail.com,3/28/1987,30.36,69,7/23/2015,Q3,2015,7,July,Jul,23,2.02,43526,2%,410-99-5627,207-980-0195,Troy,Waldo,Troy,ME,4987
507766,Sindy,M,Dorton,F,sindy.dorton@aol.com,6/6/1958,59.18,47,2/10/1982,Q1,1982,2,February,Feb,10,35.48,72494,14%,156-23-9805,228-344-3493,Metcalfe,Washington,Metcalfe,MS,38760
749361,Lucile,D,Nail,F,lucile.nail@gmail.com,3/18/1980,37.39,55,7/14/2005,Q3,2005,7,July,Jul,14,12.05,154097,18%,724-28-5919,209-295-8957,Hughson,Stanislaus,Hughson,CA,95326
327255,Stacee,N,Harold,F,stacee.harold@apple.com,1/4/1958,59.6,57,4/26/1981,Q2,1981,4,April,Apr,26,36.28,113772,25%,696-16-2520,229-495-6351,Milan,Telfair,Milan,GA,31060
407756,Wilson,Y,Schneider,M,wilson.schneider@comcast.net,3/6/1996,21.41,66,3/23/2017,Q1,2017,3,March,Mar,23,0.35,51299,0%,190-86-1099,212-227-8841,Hammond,St. Lawrence,Hammond,NY,13646
112596,Romeo,Z,Thompson,M,romeo.thompson@gmail.com,7/12/1967,50.08,86,9/16/2013,Q3,2013,9,September,Sep,16,3.87,139059,20%,136-25-5857,503-954-5665,Hood River,Hood River,Hood River,OR,97031
436825,Ka,C,Wagstaff,F,ka.wagstaff@aol.com,6/13/1965,52.16,42,7/14/2013,Q3,2013,7,July,Jul,14,4.04,44754,13%,333-11-1642,314-802-7274,Kewanee,New Madrid,Kewanee,MO,63860
647893,Derek,N,Andre,M,derek.andre@hotmail.com,10/7/1968,48.84,53,6/3/2002,Q2,2002,6,June,Jun,3,15.16,50744,11%,765-27-5355,217-867-3002,Knoxville,Knox,Knoxville,IL,61448
630086,Carole,M,Caceres,F,carole.caceres@aol.com,5/6/1982,35.25,42,7/10/2006,Q3,2006,7,July,Jul,10,11.06,173545,14%,335-11-8659,217-947-1213,Champaign,Champaign,Champaign,IL,61826
559538,Maxwell,W,Bucci,M,maxwell.bucci@aol.com,7/6/1977,40.09,56,10/19/2001,Q4,2001,10,October,Oct,19,15.78,172829,12%,173-86-2270,225-304-1961,Harrisonburg,Catahoula,Harrisonburg,LA,71340
420869,Alva,I,Parson,M,alva.parson@yahoo.com,5/21/1979,38.21,56,6/15/2008,Q2,2008,6,June,Jun,15,9.12,61921,30%,657-36-4679,216-540-2147,Sabina,Clinton,Sabina,OH,45169
498930,Genaro,K,Hitchcock,M,genaro.hitchcock@gmail.com,6/2/1995,22.17,60,12/7/2016,Q4,2016,12,December,Dec,7,0.64,163814,15%,173-86-0596,229-513-3172,Augusta,Richmond,Augusta,GA,30903
111914,Hipolito,I,Gooden,M,hipolito.gooden@aol.com,11/7/1995,21.74,72,4/24/2017,Q2,2017,4,April,Apr,24,0.26,180626,28%,299-15-6926,270-261-1097,Salem,Livingston,Salem,KY,42078
787014,Aurea,F,Crowe,F,aurea.crowe@msn.com,8/28/1971,45.95,52,1/2/2012,Q1,2012,1,January,Jan,2,5.57,112720,22%,650-62-6607,262-468-9295,Spencer,Marathon,Spencer,WI,54479
386226,Danial,P,Worth,M,danial.worth@microsoft.com,5/22/1988,29.2,88,8/16/2010,Q3,2010,8,August,Aug,16,6.95,78849,10%,468-57-3104,304-241-3614,Glady,Randolph,Glady,WV,26268
659500,Oswaldo,U,Poynter,M,oswaldo.poynter@hotmail.com,3/1/1969,48.44,88,8/9/2013,Q3,2013,8,August,Aug,9,3.97,163225,22%,091-02-0883,229-221-0025,Valdosta,Lowndes,Valdosta,GA,31606
571393,Mahalia,X,Cooney,F,mahalia.cooney@gmail.com,3/5/1963,54.44,56,5/28/2003,Q2,2003,5,May,May,28,14.18,71808,16%,278-17-9674,319-414-4782,Leighton,Mahaska,Leighton,IA,50143
362788,Pete,G,Pettus,M,pete.pettus@shell.com,11/14/1989,27.72,89,7/26/2011,Q3,2011,7,July,Jul,26,6.01,170930,10%,197-84-2840,262-250-7082,Pembine,Marinette,Pembine,WI,54156
796275,Shu,L,Cooke,F,shu.cooke@gmail.com,11/18/1961,55.73,55,8/21/2009,Q3,2009,8,August,Aug,21,7.94,108947,10%,421-67-2644,236-464-4215,Virginia Beach,Virginia Beach (city),Virginia Beach,VA,23459
461689,Brooks,R,Linden,M,brooks.linden@microsoft.com,7/18/1965,52.06,89,2/18/1997,Q1,1997,2,February,Feb,18,20.45,138751,12%,261-99-7764,702-208-9223,Jean,Clark,Jean,NV,89026
956711,Katerine,B,Lyle,F,katerine.lyle@btinternet.com,6/29/1979,38.11,44,9/7/2003,Q3,2003,9,September,Sep,7,13.9,147767,21%,422-67-0836,236-878-1059,Dolphin,Brunswick,Dolphin,VA,23843
942295,Shani,S,Atchison,F,shani.atchison@aol.com,4/12/1992,25.31,43,5/28/2016,Q2,2016,5,May,May,28,1.17,135436,13%,278-17-6343,212-376-7235,Glen Cove,Nassau,Glen Cove,NY,11542
295818,Hermine,P,Rangel,F,hermine.rangel@msn.com,10/4/1969,47.85,40,9/23/2002,Q3,2002,9,September,Sep,23,14.85,158279,17%,772-02-1682,210-792-8988,Ross,McLennan,Ross,TX,76684
248866,Marg,W,Cooley,F,marg.cooley@hotmail.com,1/20/1990,27.54,48,7/6/2017,Q3,2017,7,July,Jul,6,0.06,42200,20%,617-87-6694,319-989-0836,Sioux Center,Sioux,Sioux Center,IA,51250
737757,Nestor,T,Lepore,M,nestor.lepore@yahoo.com,5/17/1977,40.22,72,8/26/2001,Q3,2001,8,August,Aug,26,15.93,163082,21%,113-98-9495,209-512-7666,Gardena,Los Angeles,Gardena,CA,90247
838089,Sebastian,Y,Cannon,M,sebastian.cannon@gmail.com,8/28/1995,21.93,68,6/10/2017,Q2,2017,6,June,Jun,10,0.13,152499,14%,616-87-8898,907-941-6426,Atqasuk,North Slope,Atqasuk,AK,99791
447193,Henry,A,Cotton,M,henry.cotton@ibm.com,1/17/1968,49.56,73,11/4/1990,Q4,1990,11,November,Nov,4,26.75,118066,19%,559-99-6258,239-454-9695,Miami,Miami-Dade,Miami,FL,33185
500688,Merlyn,G,Cullum,F,merlyn.cullum@hotmail.com,9/3/1958,58.94,52,11/7/2008,Q4,2008,11,November,Nov,7,8.73,169912,8%,504-45-2033,216-998-9050,Hudson,Summit,Hudson,OH,44237
753344,Azalee,C,Mccollough,F,azalee.mccollough@earthlink.net,2/20/1980,37.46,52,12/12/2004,Q4,2004,12,December,Dec,12,12.63,118739,20%,233-57-4897,215-590-4590,Royersford,Montgomery,Royersford,PA,19468
478177,Aubrey,B,Bravo,M,aubrey.bravo@gmail.com,12/16/1975,41.64,59,3/27/2014,Q1,2014,3,March,Mar,27,3.34,109160,10%,753-07-3696,210-947-6974,Simonton,Fort Bend,Simonton,TX,77476
910827,Roselle,Q,Janssen,F,roselle.janssen@gmail.com,4/7/1974,43.34,49,7/2/2012,Q3,2012,7,July,Jul,2,5.07,177184,27%,034-92-5069,216-337-1947,Jerusalem,Monroe,Jerusalem,OH,43747
291425,Haywood,U,Newland,M,haywood.newland@gmail.com,3/4/1990,27.42,56,5/25/2011,Q2,2011,5,May,May,25,6.18,85252,1%,179-86-2047,314-650-7372,Wasola,Ozark,Wasola,MO,65773
725097,Esmeralda,L,Lander,F,esmeralda.lander@gmail.com,6/3/1965,52.19,52,11/14/2004,Q4,2004,11,November,Nov,14,12.71,134631,24%,105-02-1441,219-208-2765,Hope,Bartholomew,Hope,IN,47246
975460,Tammie,E,Haas,F,tammie.haas@rediffmail.com,10/15/1965,51.82,45,3/28/2007,Q1,2007,3,March,Mar,28,10.34,175742,24%,700-18-0330,803-785-1322,Smyrna,York,Smyrna,SC,29743
181350,Kendrick,D,Crump,M,kendrick.crump@hotmail.com,1/6/1970,47.59,85,1/18/2004,Q1,2004,1,January,Jan,18,13.53,154667,6%,478-43-4468,219-262-4452,Indianapolis,Marion,Indianapolis,IN,46236
414971,Shaniqua,J,Coffin,F,shaniqua.coffin@gmail.com,11/25/1957,59.71,58,6/23/1980,Q2,1980,6,June,Jun,23,37.12,141123,8%,071-02-3909,209-902-8809,Pasadena,Los Angeles,Pasadena,CA,91124
549122,Deetta,Z,Beckman,F,deetta.beckman@outlook.com,8/16/1962,54.99,57,3/7/2000,Q1,2000,3,March,Mar,7,17.4,42057,24%,558-99-3681,209-353-5822,San Diego,San Diego,San Diego,CA,92119
252734,Joe,C,Nunnally,M,joe.nunnally@gmail.com,12/2/1995,21.67,68,3/20/2017,Q1,2017,3,March,Mar,20,0.36,108346,1%,350-08-9800,423-472-3727,Athens,McMinn,Athens,TN,37371
990368,Alexander,Z,Fleury,F,alexander.fleury@yahoo.co.in,6/5/1959,58.19,47,4/15/1995,Q2,1995,4,April,Apr,15,22.3,152205,0%,538-71-3463,215-980-2096,Albion,Erie,Albion,PA,16475
509833,Rosia,G,Hough,F,rosia.hough@shell.com,12/24/1976,40.62,58,3/20/2006,Q1,2006,3,March,Mar,20,11.36,162456,15%,011-94-8699,217-636-8871,Assumption,Christian,Assumption,IL,62510
921002,Vickie,I,Roman,F,vickie.roman@bellsouth.net,6/14/1994,23.14,40,11/14/2016,Q4,2016,11,November,Nov,14,0.7,136222,17%,125-98-1331,210-739-9896,Amarillo,Potter,Amarillo,TX,79102
945471,Lenard,I,Robison,M,lenard.robison@ibm.com,11/19/1958,58.73,52,7/6/1980,Q3,1980,7,July,Jul,6,37.08,191360,20%,076-02-9515,236-654-0947,Roanoke,Roanoke (city),Roanoke,VA,24036
820359,Letha,V,Hardnett,F,letha.hardnett@cox.net,8/25/1988,28.94,55,3/12/2013,Q1,2013,3,March,Mar,12,4.38,126642,18%,714-18-8718,216-768-2259,Columbus,Franklin,Columbus,OH,43236
850806,Marlin,H,Caines,M,marlin.caines@aol.com,1/20/1995,22.53,67,2/14/2017,Q1,2017,2,February,Feb,14,0.45,88714,16%,014-94-6402,316-358-5564,Woodbine,Dickinson,Woodbine,KS,67492
